trip_id,user_id,location,time
1585,48,2,1354
1586,50,3,605
1587,80,3,827
1588,64,2,43
1589,23,4,1188
1590,48,2,779
1591,13,1,14
1592,43,3,1676
1593,58,5,768
1594,7,1,1494
1595,52,0,1511
1596,49,5,1342
1597,6,3,1518
1598,84,3,1742
1599,76,0,1310
1600,2,2,1550
1601,47,4,1182
1602,78,1,1745
1603,70,2,1692
1604,96,3,1403
1605,85,2,553
1606,18,0,1502
1607,83,5,1212
1608,42,4,1550
1609,90,4,1512
1610,50,5,1632
1611,95,3,15
1612,16,1,1522
1613,12,4,740
1614,96,3,713
1615,67,3,1349
1616,13,2,533
1617,44,3,1139
1618,59,5,573
1619,24,4,392
1620,40,2,457
1621,42,5,564
1622,95,1,39
1623,37,2,1483
1624,85,0,277
1625,81,2,802
1626,90,1,1726
1627,72,4,601
1628,1,1,867
1629,67,2,1392
1630,39,3,1306
1631,3,4,1127
1632,99,4,321
1633,46,4,1071
1634,42,4,808
1635,8,5,795
1636,42,1,1136
1637,65,4,1779
1638,64,1,542
1639,53,1,1573
1640,5,3,1683
1641,34,0,1570
1642,9,2,95
1643,89,0,1094
1644,39,3,1387
1645,38,4,1695
1646,71,2,1345
1647,53,2,533
1648,17,1,40
1649,89,0,1301
1650,31,0,1366
1651,59,3,970
1652,8,3,1328
1653,96,2,340
1654,94,4,253
1655,85,0,1231
1656,22,2,610
1657,54,3,1039
1658,96,5,281
1659,21,1,1402
1660,70,1,1021
1661,94,4,1656
1662,16,4,167
1663,23,1,1616
1664,85,4,1649
1665,38,3,953
1666,99,1,797
1667,24,5,1382
1668,24,0,326
1669,26,4,1588
1670,54,3,164
1671,51,4,388
1672,12,2,568
1673,70,0,172
1674,19,2,182
1675,86,0,842
1676,52,3,715
1677,11,2,1473
1678,23,3,368
1679,98,0,461
1680,92,2,773
1681,78,3,533
1682,20,4,1017
1683,92,4,1724
1684,66,2,1193
1685,97,0,1090
1686,75,3,993
1687,80,1,381
1688,51,1,871
1689,41,4,1067
1690,37,1,984
1691,48,1,197
1692,66,1,1096
1693,23,2,638
1694,62,4,588
1695,79,2,1642
1696,0,3,675
1697,32,1,834
1698,26,5,1375
1699,38,4,9
1700,15,4,472
1701,94,1,357
1702,68,4,1758
1703,43,3,583
1704,58,2,156
1705,5,0,1515
1706,28,4,1062
1707,37,1,414
1708,71,4,626
1709,85,3,19
1710,96,3,1027
1711,29,0,1575
1712,64,1,1593
1713,29,2,188
1714,60,4,1136
1715,42,4,1149
1716,64,3,369
1717,57,1,370
1718,40,0,666
1719,39,3,594
1720,77,2,1069
1721,92,3,1454
1722,32,1,820
1723,89,3,1548
1724,99,5,632
1725,51,4,143
1726,30,3,987
1727,41,1,92
1728,16,4,1586
1729,12,1,574
1730,1,4,1221
1731,34,2,358
1732,16,3,1779
1733,96,1,885
1734,62,3,643
1735,71,1,1579
1736,59,1,475
1737,28,3,1489
1738,82,2,745
1739,35,2,1522
1740,13,2,1377
1741,30,1,174
1742,50,2,210
1743,66,5,205
1744,92,5,270
1745,40,4,735
1746,43,0,1203
1747,55,4,1100
1748,13,3,496
1749,97,1,790
1750,93,4,1398
1751,56,3,48
1752,70,2,1017
1753,4,3,13
1754,54,4,1662
1755,8,1,364
1756,48,4,906
1757,18,2,352
1758,19,3,1001
1759,49,4,162
1760,66,4,1603
1761,16,2,93
1762,45,2,728
1763,9,1,1525
1764,39,1,710
1765,9,4,392
1766,17,4,955
1767,96,3,687
1768,85,2,1289
1769,97,2,741
1770,72,0,569
1771,91,0,1247
1772,41,1,1402
1773,83,4,1657
1774,32,4,1445
1775,11,0,1113
1776,19,0,1665
1777,1,1,1168
1778,94,2,192
1779,10,4,364
1780,67,5,702
1781,7,1,1267
1782,1,4,371
1783,21,4,318
1784,60,4,102
1785,12,5,1624
1786,49,1,1538
1787,74,3,147
1788,9,0,1360
1789,39,3,1752
1790,40,5,549
1791,65,5,615
1792,22,5,531
1793,75,3,1021
1794,45,4,353
1795,90,2,821
1796,86,4,1129
1797,24,1,1764
1798,93,1,18
1799,64,3,1617
1800,51,5,295
1801,10,3,1302
1802,76,2,1024
1803,9,5,662
1804,99,5,1745
1805,13,5,560
1806,39,0,1085
1807,7,4,670
1808,5,5,948
1809,34,4,410
1810,24,1,676
1811,50,4,852
1812,13,2,1565
1813,59,2,1313
1814,67,2,457
1815,35,1,824
1816,60,4,987
1817,2,3,300
1818,80,4,382
1819,13,4,1664
1820,23,3,304
1821,30,1,1385
1822,86,5,1523
1823,97,2,736
1824,93,1,1510
1825,67,5,1069
1826,68,4,1209
1827,3,1,1755
1828,60,4,979
1829,51,1,716
1830,9,1,373
1831,31,4,815
1832,77,4,1410
1833,64,5,1452
1834,47,4,149
1835,44,0,1769
1836,75,3,55
1837,53,4,1510
1838,76,2,7
1839,13,2,1518
1840,74,5,1361
1841,54,3,1611
1842,44,3,44
1843,21,3,1172
1844,21,5,1513
1845,70,2,974
1846,38,3,1277
1847,89,2,1177
1848,72,3,1756
1849,94,1,1628
1850,20,2,1670
1851,26,1,646
1852,99,4,1643
1853,75,2,1081
1854,57,3,1604
1855,55,3,389
1856,4,1,104
1857,40,2,1362
1858,68,3,980
1859,18,1,948
1860,65,5,1574
1861,68,4,207
1862,40,2,869
1863,3,1,1499
1864,41,1,739
1865,92,3,1381
1866,20,2,325
1867,80,2,271
1868,44,4,1527
1869,98,2,1618
1870,44,2,540
1871,65,4,1573
1872,93,2,555
1873,81,4,1056
1874,66,2,275
1875,13,2,1573
1876,67,1,848
1877,92,1,1114
1878,65,4,1290
1879,62,0,175
1880,36,2,1396
1881,55,0,1274
1882,35,1,468
1883,57,4,1488
1884,76,4,506
1885,5,4,1662
1886,86,0,1054
1887,4,2,159
1888,96,4,380
1889,0,4,618
1890,26,5,1132
1891,3,3,1321
1892,79,4,1134
1893,91,5,268
1894,55,4,1320
1895,85,2,522
1896,18,2,1395
1897,17,2,4
1898,6,2,33
1899,0,5,999
1900,98,3,1250
1901,57,4,221
1902,55,1,179
1903,25,1,906
1904,9,1,1637
1905,82,5,1598
1906,86,2,480
1907,52,1,1695
1908,16,3,1296
1909,66,4,28
1910,19,0,1485
1911,86,1,1010
1912,56,4,541
1913,86,2,698
1914,83,1,761
1915,14,4,825
1916,51,5,1246
1917,47,1,497
1918,31,3,1157
1919,68,3,257
1920,67,3,156
1921,97,4,772
1922,35,2,694
1923,66,2,742
1924,81,3,965
1925,50,2,1608
1926,79,4,1305
1927,22,4,534
1928,5,3,844
1929,56,4,882
1930,20,0,812
1931,8,1,1703
1932,78,5,1102
1933,95,5,558
1934,31,3,646
1935,54,2,529
1936,28,3,1790
1937,62,1,52
1938,24,2,177
1939,27,3,1405
1940,29,2,31
1941,50,3,827
1942,79,5,493
1943,81,4,1185
1944,40,1,1527
1945,63,3,394
1946,30,0,1606
1947,26,2,1112
1948,25,2,1766
1949,27,4,71
1950,37,2,1105
1951,35,5,636
1952,98,2,1626
1953,88,3,865
1954,92,5,749
1955,24,2,1147
1956,57,1,72
1957,93,3,474
1958,84,4,1374
1959,71,5,491
1960,98,3,859
1961,16,3,1252
1962,1,0,590
1963,19,2,1213
1964,4,2,1023
1965,14,1,1674
1966,6,3,1454
1967,76,4,284
1968,51,4,18
1969,63,1,1034
1970,7,0,934
1971,21,5,1680
1972,81,4,861
1973,77,0,1554
1974,15,3,380
1975,93,2,308
1976,51,5,1608
1977,69,5,1147
1978,27,3,59
1979,83,1,547
1980,97,4,440
1981,24,5,823
1982,43,2,1745
1983,68,1,392
1984,13,2,351
1985,51,2,1332
1986,59,2,435
1987,95,5,1782
1988,99,0,175
1989,38,2,459
1990,98,3,134
1991,76,5,1221
1992,80,4,486
1993,18,3,1101
1994,8,4,904
1995,66,1,792
1996,2,1,1235
1997,82,5,1039
1998,86,2,1354
1999,58,1,1507
2000,84,1,1037
2001,38,1,1311
2002,69,1,464
2003,6,5,1714
2004,68,1,1413
2005,76,3,961
2006,61,0,1722
2007,29,1,871
2008,14,2,1665
2009,22,4,1798
2010,92,1,1743
2011,77,4,1662
2012,40,0,1108
2013,80,5,221
2014,88,3,1388
2015,35,3,340
2016,11,2,1179
2017,91,0,303
2018,61,4,1360
2019,10,2,470
2020,53,1,1463
2021,9,4,140
2022,53,3,703
2023,70,0,1539
2024,85,4,1619
2025,44,4,143
2026,50,2,317
2027,56,4,1472
2028,95,3,74
2029,72,0,110
2030,17,1,1621
2031,39,1,1316
2032,57,1,962
2033,90,1,85
2034,25,5,239
2035,38,4,145
2036,18,1,1205
2037,94,4,909
2038,54,3,900
2039,53,5,407
2040,93,2,1673
2041,44,1,1346
2042,75,2,1246
2043,43,5,1466
2044,74,5,1782
2045,72,2,503
2046,42,1,855
2047,15,1,911
2048,42,1,1138
2049,98,3,1527
2050,100,1,703
2051,96,0,1212
2052,34,1,1185
2053,69,0,1680
2054,74,3,700
2055,18,1,1154
2056,99,2,1168
2057,68,0,1349
2058,89,4,1530
2059,8,3,1232
2060,58,1,966
2061,56,3,249
2062,1,0,672
2063,59,2,138
2064,14,2,671
2065,17,2,1037
2066,81,0,1738
2067,60,4,917
2068,65,4,269
2069,2,1,1720
2070,41,2,756
2071,31,3,991
2072,18,2,1442
2073,70,1,186
2074,21,2,63
2075,73,0,1546
2076,83,4,601
2077,62,0,1624
2078,62,2,1653
2079,54,3,31
2080,56,2,989
2081,32,3,339
2082,50,3,1798
2083,44,2,555
2084,88,2,1530
2085,54,5,1427
2086,84,2,1588
2087,33,4,1695
2088,32,1,288
2089,3,0,1228
2090,25,1,1594
2091,30,1,74
2092,5,3,281
2093,3,3,1579
2094,96,3,357
2095,59,0,1218
2096,65,5,201
2097,74,3,748
2098,32,1,558
2099,62,2,636
2100,83,3,602
2101,57,1,546
2102,29,2,1356
2103,76,1,1507
2104,16,4,1356
2105,23,1,50
2106,76,1,338
2107,6,1,1298
2108,54,1,793
2109,16,2,1447
2110,59,4,213
2111,4,5,632
2112,33,3,1631
2113,40,5,445
2114,34,2,568
2115,26,5,1061
2116,6,2,1349
2117,56,3,104
2118,75,0,286
2119,58,4,452
2120,44,3,131
2121,26,4,961
2122,93,1,972
2123,52,2,1292
2124,55,5,946
2125,83,2,563
2126,11,4,255
2127,33,1,56
2128,17,2,1105
2129,92,1,68
2130,70,1,635
2131,28,1,745
2132,73,0,1214
2133,17,1,1209
2134,92,0,1013
2135,89,0,1742
2136,92,1,1255
2137,2,2,1497
2138,27,5,482
2139,73,0,855
2140,7,4,791
2141,66,4,130
2142,93,5,100
2143,39,3,1099
2144,33,3,1087
2145,60,1,1693
2146,17,4,601
2147,66,3,344
2148,37,4,1592
2149,9,4,648
2150,47,5,372
2151,67,0,1003
2152,98,3,523
2153,29,5,778
2154,83,5,1679
2155,96,2,398
2156,36,3,1214
2157,54,4,393
2158,39,1,1346
2159,38,4,6
2160,48,2,1135
2161,91,3,888
2162,48,2,1624
2163,92,4,742
2164,80,2,742
2165,98,3,20
2166,47,2,135
2167,8,4,878
2168,74,4,1155
2169,56,1,309
2170,69,1,490
2171,75,3,1245
2172,2,4,1472
2173,5,1,1635
2174,40,4,1769
2175,77,2,1239
2176,2,5,804
2177,21,4,311
2178,77,2,1090
2179,15,4,1320
2180,8,3,420
2181,18,2,1596
2182,59,1,1781
2183,8,3,59
2184,36,4,1527
2185,51,4,805
2186,98,3,1703
2187,55,1,1662
2188,28,3,1227
2189,37,1,1063
2190,21,0,25
2191,50,3,510
2192,49,3,1635
2193,65,4,60
2194,84,3,1216
2195,11,3,909
2196,84,2,425
2197,55,3,1627
2198,55,5,1343
2199,91,5,2
2200,18,4,1056
2201,39,2,238
2202,57,3,1358
2203,31,0,58
2204,8,4,1631
2205,41,4,1683
2206,41,3,1086
2207,54,3,1041
2208,15,2,1395
2209,1,2,1510
2210,82,4,1738
2211,85,3,395
2212,72,1,1233
2213,84,4,590
2214,77,4,1220
2215,13,4,1185
2216,2,1,1302
2217,79,2,1472
2218,16,0,220
2219,77,2,11
2220,40,0,13
2221,14,5,1142
2222,91,1,1027
2223,95,4,542
2224,63,3,156
2225,80,4,1765
2226,68,4,330
2227,29,1,691
2228,8,1,1490
2229,31,3,1777
2230,75,2,1070
2231,87,3,1580
2232,30,3,743
2233,34,4,200
2234,19,2,481
2235,89,5,1734
2236,18,1,1359
2237,79,3,1672
2238,71,3,346
2239,87,5,726
2240,67,1,1568
2241,15,2,1542
2242,41,1,1339
2243,34,2,1157
2244,42,0,921
2245,79,2,1492
2246,1,5,572
2247,55,4,202
2248,16,2,1565
2249,39,4,706
2250,96,3,1756
2251,53,3,1201
2252,31,0,70
2253,2,1,1715
2254,55,3,147
2255,14,0,1076
2256,38,1,559
2257,26,4,1365
2258,28,4,1349
2259,77,3,108
2260,82,1,1280
2261,15,5,1725
2262,23,4,215
2263,68,5,1123
2264,81,5,1684
2265,80,4,1200
2266,26,1,1533
2267,22,1,1564
2268,69,3,967
2269,79,2,1097
2270,87,2,1122
2271,13,2,1461
2272,74,3,17
2273,5,3,13
2274,94,4,30
2275,72,4,1686
2276,83,1,1184
2277,58,1,347
2278,0,4,1025
2279,65,0,1641
2280,70,2,351
2281,42,4,1026
2282,16,1,407
2283,55,3,413
2284,68,1,192
2285,2,3,469
2286,36,4,1305
2287,74,4,90
2288,35,3,1113
2289,58,4,1791
2290,84,3,1310
2291,93,2,345
2292,31,4,1341
2293,45,4,1716
2294,22,5,1628
2295,10,5,1095
2296,87,0,598
2297,37,1,1437
2298,41,1,664
2299,83,1,47
2300,92,5,1708
2301,41,1,197
2302,90,2,1742
2303,7,2,1474
2304,68,3,1024
2305,68,3,1722
2306,94,2,739
2307,77,1,1271
2308,83,3,9
2309,34,2,639
2310,76,3,510
2311,12,5,572
2312,93,0,590
2313,95,3,1117
2314,35,2,582
2315,11,3,706
2316,28,1,502
2317,99,4,812
2318,60,3,558
2319,82,0,1505
2320,75,2,1522
2321,70,3,954
2322,43,4,1347
2323,8,2,1037
2324,52,3,527
2325,1,4,128
2326,62,2,364
2327,83,2,737
2328,45,3,1800
2329,47,0,1394
2330,70,1,211
2331,48,1,210
2332,25,2,309
2333,79,3,894
2334,83,1,76
2335,91,0,81
2336,34,4,1629
2337,7,0,819
2338,95,1,506
2339,52,3,1690
2340,97,3,519
2341,95,2,448
2342,42,4,1299
2343,25,4,1788
2344,60,3,1551
2345,69,5,860
2346,94,5,130
2347,57,2,829
2348,25,3,824
2349,55,5,230
2350,65,5,488
2351,67,2,600
2352,26,3,1200
2353,4,3,1128
2354,7,2,523
2355,69,2,53
2356,81,2,628
2357,79,2,1676
2358,83,4,176
2359,58,4,248
2360,86,4,1304
2361,51,4,1589
2362,35,1,1366
2363,82,3,135
2364,78,4,126
2365,6,2,109
2366,80,4,1122
2367,81,3,1108
2368,55,1,1768
2369,55,5,322
2370,11,0,1538
2371,47,1,643
2372,91,1,114
2373,42,1,1679
2374,17,3,1270
2375,84,1,830
2376,90,4,1056
2377,53,1,1509
2378,47,0,1521
2379,48,4,640
2380,31,2,981
2381,95,4,1245
2382,54,3,940
2383,73,2,1634
2384,87,5,1539
2385,26,3,360
2386,71,1,210
2387,73,0,154
2388,97,1,782
2389,83,3,1483
2390,31,4,388
2391,31,4,375
2392,19,2,1343
2393,21,4,1392
2394,37,2,541
2395,73,1,545
2396,74,4,1142
2397,45,3,424
2398,85,4,165
2399,33,4,1373
2400,9,2,1324
2401,69,2,1262
2402,4,3,1355
2403,3,4,1100
2404,34,1,10
2405,15,5,1283
2406,94,4,175
2407,43,5,67
2408,87,3,1642
2409,18,4,514
2410,95,1,693
2411,64,2,1784
2412,68,4,24
2413,65,4,1085
2414,12,5,1338
2415,12,4,488
2416,90,4,733
2417,7,3,164
2418,57,1,979
2419,52,2,1741
2420,66,3,950
2421,46,3,1139
2422,79,3,1648
2423,30,3,424
2424,52,5,658
2425,55,5,1331
2426,59,4,167
2427,58,2,535
2428,51,2,1032
2429,49,1,308
2430,30,5,879
2431,9,3,814
2432,69,5,74
2433,88,2,1011
2434,23,0,422
2435,12,1,1633
2436,90,1,1519
2437,79,4,1462
2438,48,4,1484
2439,60,2,574
2440,61,3,260
2441,43,5,491
2442,57,1,77
2443,33,2,870
2444,90,2,1609
2445,24,0,701
2446,48,1,315
2447,83,3,682
2448,47,2,282
2449,92,5,513
2450,39,1,570
2451,82,3,600
2452,24,1,1035
2453,47,1,114
2454,2,5,1097
2455,68,4,1084
2456,80,1,1060
2457,6,4,1149
2458,80,3,1240
2459,81,4,400
2460,56,0,364
2461,68,0,1644
2462,94,5,1591
2463,46,5,51
2464,38,1,1303
2465,41,2,1332
2466,59,1,1569
2467,49,4,49
2468,33,3,574
2469,26,2,607
2470,19,3,1608
2471,97,5,1536
2472,44,0,1539
2473,22,1,404
2474,42,1,761
2475,29,0,692
2476,80,2,1014
2477,29,2,1361
2478,33,4,383
2479,44,1,832
2480,70,3,362
2481,74,1,1619
2482,87,0,102
2483,25,1,724
2484,24,0,111
2485,50,4,1614
2486,96,1,1695
2487,53,3,821
2488,95,4,860
2489,20,2,192
2490,16,0,1023
2491,66,2,1064
2492,22,3,224
2493,91,2,1638
2494,45,3,1352
2495,34,4,1772
2496,3,3,911
2497,47,0,43
2498,63,1,1753
2499,30,1,1327
2500,30,0,1708
2501,45,3,710
2502,42,3,181
2503,9,0,1250
2504,69,1,1036
2505,49,3,976
2506,20,2,1031
2507,34,3,881
2508,70,5,55
2509,22,3,178
2510,71,0,1597
2511,47,4,879
2512,68,4,1745
2513,27,1,1635
2514,76,1,685
2515,28,1,1195
2516,64,1,1050
2517,70,2,1374
2518,68,5,1132
2519,53,1,784
2520,33,2,327
2521,76,1,1517
2522,52,3,335
2523,60,5,184
2524,70,0,1577
2525,66,2,148
2526,20,2,208
2527,33,1,599
2528,72,4,1332
2529,41,1,1549
2530,14,0,48
2531,13,2,787
2532,13,4,730
2533,22,4,1702
2534,84,5,1309
2535,29,3,687
2536,38,3,173
2537,6,4,1789
2538,73,4,317
2539,13,0,1505
2540,34,5,472
2541,8,3,1396
2542,55,0,144
2543,33,4,1150
2544,3,1,1492
2545,88,4,1313
2546,91,0,611
2547,21,1,449
2548,1,3,1762
2549,8,3,159
2550,7,2,199
2551,67,1,785
2552,77,4,325
2553,81,1,867
2554,74,2,1235
2555,68,3,1128
2556,94,3,1080
2557,19,4,1576
2558,57,3,1011
2559,41,3,961
2560,39,4,839
2561,27,1,96
2562,60,3,1158
2563,69,5,1518
2564,6,0,612
2565,62,2,1747
2566,18,1,485
2567,8,5,255
2568,90,5,1203
2569,59,3,1143
2570,25,1,1169
2571,44,3,1769
2572,74,2,311
2573,68,4,1346
2574,72,4,543
2575,41,3,175
2576,17,4,505
2577,27,4,1793
2578,70,2,682
2579,17,3,1095
2580,61,2,1415
2581,5,3,1041
2582,30,1,1262
2583,52,3,982
2584,91,2,100
2585,2,4,339
2586,65,4,982
2587,26,5,56
2588,81,4,1021
2589,59,4,151
2590,53,1,1210
2591,78,0,208
2592,12,2,1731
2593,92,1,1310
2594,81,1,499
2595,55,5,1554
2596,29,3,1162
2597,38,4,436
2598,65,1,1591
2599,65,2,133
2600,18,5,1734
2601,13,4,1007
2602,78,2,1721
2603,82,1,1166
2604,49,2,1535
2605,33,4,1650
2606,46,4,458
2607,78,4,435
2608,62,3,312
2609,80,3,1227
2610,57,1,1029
2611,9,2,327
2612,14,3,758
2613,6,4,510
2614,64,0,17
2615,6,1,1719
2616,85,2,1183
2617,93,5,926
2618,71,3,266
2619,22,5,828
2620,37,2,686
2621,30,1,952
2622,6,4,1381
2623,61,0,404
2624,93,4,841
2625,40,3,1365
2626,3,0,939
2627,24,0,1564
2628,12,4,1137
2629,29,1,850
2630,49,0,463
2631,90,4,35
2632,0,3,1419
2633,74,2,307
2634,21,3,314
2635,30,5,816
2636,97,1,251
2637,59,3,324
2638,2,3,1103
2639,50,0,1502
2640,30,1,618
2641,94,2,1182
2642,79,3,1208
2643,67,4,473
2644,54,4,623
2645,65,4,1445
2646,84,0,1679
2647,40,1,588
2648,28,5,1560
2649,60,0,1214
2650,67,4,182
2651,46,2,1650
2652,31,3,190
2653,66,2,454
2654,87,3,1534
2655,86,3,1061
2656,41,2,51
2657,12,4,467
2658,100,3,365
2659,49,5,1531
2660,49,0,1714
2661,41,1,49
2662,89,2,584
2663,100,4,508
2664,18,1,1506
2665,86,3,1494
2666,47,4,1375
2667,5,4,1591
2668,43,2,129
2669,66,1,333
2670,13,4,1282
2671,54,3,1653
2672,23,5,160
2673,86,5,620
2674,37,5,945
2675,21,3,1403
2676,16,2,1170
2677,10,3,85
2678,59,4,944
2679,98,0,563
2680,42,3,551
2681,97,3,354
2682,72,3,1583
2683,36,3,740
2684,63,4,984
2685,47,4,395
2686,2,1,397
2687,39,4,1112
2688,13,3,1757
2689,77,1,463
2690,80,4,325
2691,29,4,867
2692,57,2,562
2693,63,1,363
2694,24,4,1663
2695,15,3,675
2696,95,4,821
2697,56,1,1305
2698,64,4,977
2699,36,4,1531
2700,39,1,1677
2701,18,4,477
2702,63,5,808
2703,18,1,1065
2704,49,0,602
2705,16,4,899
2706,75,0,309
2707,71,2,1205
2708,85,4,1204
2709,69,3,981
2710,75,0,1497
2711,74,1,1244
2712,87,5,1552
2713,89,0,44
2714,80,4,1582
2715,14,1,1750
2716,85,0,520
2717,81,2,1551
2718,60,2,334
2719,57,4,301
2720,46,2,1757
2721,66,3,1043
2722,92,2,1504
2723,12,1,235
2724,27,1,1126
2725,29,2,556
2726,1,3,371
2727,57,1,1108
2728,63,5,368
2729,77,0,1343
2730,75,5,996
2731,30,2,542
2732,47,3,1548
2733,80,4,604
2734,74,3,1169
2735,44,1,607
2736,36,4,1159
2737,8,3,980
2738,29,1,701
2739,91,0,902
2740,65,4,370
2741,82,3,1460
2742,55,1,1674
2743,87,3,188
2744,23,1,1306
2745,48,2,485
2746,52,4,1198
2747,12,3,5
2748,29,0,445
2749,18,2,1077
2750,54,1,274
2751,9,2,55
2752,7,2,883
2753,28,4,851
2754,48,3,735
2755,74,4,1228
2756,43,2,955
2757,7,2,170
2758,99,4,1215
2759,97,2,1426
2760,65,2,1204
2761,39,1,1229
2762,92,4,1078
2763,63,1,99
2764,50,4,573
2765,98,1,1189
2766,12,2,638
2767,1,3,818
2768,50,4,920
2769,47,5,559
2770,17,1,1376
2771,71,3,242
2772,86,1,1112
2773,9,1,213
2774,12,1,1692
2775,4,0,736
2776,38,0,240
2777,10,2,404
2778,48,2,1542
2779,3,4,1649
2780,66,3,470
2781,52,1,1463
2782,54,1,665
2783,74,1,970
2784,99,2,1612
2785,55,4,1010
2786,22,1,1490
2787,3,3,941
2788,31,4,894
2789,53,2,30
2790,52,4,442
2791,10,3,1168
2792,16,3,639
2793,35,3,1506
2794,40,4,377
2795,41,0,1168
2796,86,3,1315
2797,24,3,1623
2798,76,5,1383
2799,72,0,1577
2800,98,3,652
2801,69,5,1098
2802,75,5,154
2803,61,4,1729
2804,62,0,240
2805,39,1,1796
2806,70,2,179
2807,97,4,807
2808,51,4,1631
2809,29,4,237
2810,12,0,205
2811,25,4,1034
2812,4,1,591
2813,63,2,176
2814,78,0,661
2815,48,1,998
2816,39,2,1053
2817,4,1,830
2818,89,4,1138
2819,61,1,997
2820,53,2,748
2821,16,4,1615
2822,89,2,1551
2823,4,0,1591
2824,3,3,615
2825,15,2,92
2826,66,3,1703
2827,25,5,1294
2828,36,1,440
2829,24,3,279
2830,29,4,191
2831,5,3,1160
2832,49,1,254
2833,57,2,154
2834,80,4,266
2835,91,2,543
2836,22,0,500
2837,49,2,1680
2838,1,2,1514
2839,76,0,164
2840,70,2,814
2841,94,4,848
2842,15,4,582
2843,53,1,615
2844,25,0,1275
2845,44,1,1192
2846,88,0,198
2847,25,5,928
2848,6,3,101
2849,24,1,1596
2850,36,5,590
2851,55,4,1746
2852,10,0,64
2853,41,5,1279
2854,15,3,790
2855,62,2,528
2856,29,1,156
2857,23,3,298
2858,44,3,476
2859,75,5,450
2860,55,2,1005
2861,17,4,501
2862,83,3,1229
2863,17,1,596
2864,52,3,1428
2865,71,1,18
2866,2,0,644
2867,4,4,526
2868,30,4,1469
2869,58,2,1112
2870,70,2,1214
2871,49,2,1165
2872,15,1,943
2873,4,4,487
2874,28,0,1035
2875,51,1,457
2876,15,1,238
2877,30,1,489
2878,27,3,367
2879,23,3,1281
2880,34,3,610
2881,68,5,80
2882,42,1,847
2883,29,3,1576
2884,63,5,1794
2885,73,4,333
2886,97,1,1524
2887,4,3,106
2888,41,5,1622
2889,58,3,822
2890,93,1,426
2891,41,1,1656
2892,49,2,248
2893,4,3,1068
2894,18,2,552
2895,90,5,1560
2896,26,1,224
2897,87,2,508
2898,25,2,94
2899,1,4,678
2900,86,4,1257
2901,22,1,15
2902,89,2,1527
2903,72,3,1547
2904,64,3,1245
2905,92,2,39
2906,22,2,1217
2907,96,1,651
2908,6,3,359
2909,61,3,1687
2910,49,1,1280
2911,59,2,372
2912,77,2,826
2913,90,4,1508
2914,64,2,1111
2915,94,2,240
2916,80,3,1237
2917,12,2,1763
2918,14,5,146
2919,53,4,1640
2920,88,1,994
2921,5,3,998
2922,16,1,25
2923,95,4,467
2924,98,4,1723
2925,45,2,1022
2926,34,2,337
2927,61,2,184
2928,46,5,1321
2929,11,2,1635
2930,99,5,1053
2931,56,4,1603
2932,56,1,247
2933,28,0,1442
2934,50,4,569
2935,98,0,1636
2936,84,2,1250
2937,94,3,301
2938,62,2,1790
2939,73,3,1548
2940,0,4,864
2941,46,2,1590
2942,72,1,1692
2943,18,0,936
2944,79,5,953
2945,27,0,314
2946,90,3,1331
2947,26,3,852
2948,77,2,1648
2949,96,4,1788
2950,28,5,1297
2951,79,0,956
2952,39,3,641
2953,65,5,994
2954,47,2,1705
2955,4,0,538
2956,47,3,977
2957,33,2,251
2958,3,1,1095
2959,29,3,1092
2960,50,4,269
2961,51,3,1565
2962,81,0,1256
2963,20,5,1195
2964,36,1,483
2965,12,1,1240
2966,67,3,965
2967,9,3,25
2968,2,1,824
2969,85,3,701
2970,67,1,835
2971,72,1,1258
2972,76,0,943
2973,8,1,113
2974,33,1,92
2975,16,5,1512
2976,66,4,624
2977,4,2,519
2978,42,5,1680
2979,42,1,155
2980,63,3,995
2981,82,5,1154
2982,39,5,1763
2983,44,3,1036
2984,48,1,1333
2985,65,4,1272
2986,93,5,1331
2987,90,4,1465
2988,62,5,503
2989,71,2,1655
2990,43,2,997
2991,33,1,1631
2992,18,2,1799
2993,38,0,730
2994,16,2,948
2995,44,3,1150
2996,64,4,1150
2997,75,0,439
2998,38,1,537
2999,74,1,1684
3000,55,3,767
3001,6,0,423
3002,11,1,1673
3003,3,4,1059
3004,79,4,1779
3005,42,0,1566
3006,52,1,1557
3007,98,1,1425
3008,31,2,1632
3009,86,2,1214
3010,99,5,1243
3011,37,1,1498
3012,46,1,752
3013,20,4,98
3014,4,3,282
3015,85,1,847
3016,29,3,913
3017,74,2,31
3018,58,4,399
3019,87,4,357
3020,11,3,1262
3021,42,3,1444
3022,92,5,568
3023,48,4,1121
3024,45,3,509
3025,74,1,1386
3026,43,4,56
3027,80,1,676
3028,55,1,1442
3029,48,1,423
3030,87,1,357
3031,55,3,1125
3032,3,3,1752
3033,85,5,1190
3034,33,2,858
3035,18,4,971
3036,54,1,1384
3037,33,5,918
3038,16,1,1711
3039,94,3,882
3040,87,2,248
3041,58,0,1256
3042,6,1,1349
3043,46,2,989
3044,42,5,957
3045,60,0,1295
3046,52,2,276
3047,45,5,1090
3048,30,0,1298
3049,22,3,340
3050,85,4,692
3051,74,4,1220
3052,11,1,840
3053,24,4,1729
3054,47,2,1346
3055,61,4,416
3056,48,3,1116
3057,55,5,1266
3058,24,5,1062
3059,45,3,1191
3060,8,4,1240
